rb test      Unnamed: 0        date  waitroses_count
111         110  2014-05-20            472.0
112         111  2014-05-19            472.0
113         112  2014-05-18            472.0
114         113  2014-05-17            472.0
115         114  2014-05-16            472.0
116         115  2014-05-15            472.0
117         116  2014-05-14            471.0
118         117  2014-05-12            472.0
119         118  2014-05-11            473.0
120         119  2014-05-10            473.0
121         120  2014-05-09            604.0
122         121  2014-05-08            604.0
123         122  2014-05-07            602.0
124         123  2014-05-06            602.0
125         124  2014-05-02            602.0
126         125  2014-05-01            600.0
127         126  2014-04-30            600.0
128         127  2014-04-28            578.0
129         128  2014-04-27            568.0
130         129  2014-04-26            580.0
131         130  2014-04-25            580.0
132         131  2014-04-24            586.0
133         132  2014-04-23            605.0
134         133  2014-04-22            653.0
135         134  2014-04-17            653.0
136         135  2014-04-16            651.0
137         136  2014-04-15            651.0

[138 rows x 3 columns]
rb test      Unnamed: 0        date  waitroses_count
0             0  2016-06-27           1459.0
1             0  2016-06-26           1468.0
2             1  2016-06-25           1469.0
3             2  2016-06-24           1465.0
4             3  2016-06-23           1308.0
5             4  2016-06-22           1458.0
6             5  2016-06-21           1446.0
7             6  2016-06-20           1451.0
8             7  2016-06-19           1430.0
9             8  2016-06-18           1264.0
10            9  2016-06-17           1456.0
11           10  2016-06-16           1448.0
12           11  2016-06-15           1448.0
13           12  2016-06-14           1169.0
14           13  2016-06-13           1431.0
15           14  2016-06-12           1396.0
16           15  2016-06-11           1436.0
17           16  2016-06-09           1431.0
18           17  2016-06-07            900.0
19           18  2016-06-06           1160.0
20           19  2016-06-05           1160.0
21           20  2016-06-04            927.0
22           21  2016-06-03           1120.0
23           22  2016-06-02           1171.0
24           23  2016-06-01           1173.0
25           24  2016-05-31           1362.0
26           25  2016-05-30           1317.0
27           26  2016-05-29           1302.0
28           27  2016-05-28           1304.0
29           28  2016-05-27           1436.0
..          ...         ...              ...
109         108  2014-05-23            473.0
110         109  2014-05-22            473.0
111         110  2014-05-21            450.0
112         111  2014-05-20            472.0
113         112  2014-05-19            472.0
114         113  2014-05-18            472.0
115         114  2014-05-17            472.0
116         115  2014-05-16            472.0
117         116  2014-05-15            472.0
118         117  2014-05-14            471.0
119         118  2014-05-12            472.0
120         119  2014-05-11            473.0
121         120  2014-05-10            473.0
122         121  2014-05-09            604.0
123         122  2014-05-08            604.0
124         123  2014-05-07            602.0
125         124  2014-05-06            602.0
126         125  2014-05-02            602.0
127         126  2014-05-01            600.0
128         127  2014-04-30            600.0
129         128  2014-04-28            578.0
130         129  2014-04-27            568.0
131         130  2014-04-26            580.0
132         131  2014-04-25            580.0
133         132  2014-04-24            586.0
134         133  2014-04-23            605.0
135         134  2014-04-22            653.0
136         135  2014-04-17            653.0
137         136  2014-04-16            651.0
138         137  2014-04-15            651.0

[139 rows x 3 columns]
rb test      Unnamed: 0        date  waitroses_count
0             0  2016-06-28           1463.0
1             0  2016-06-27           1459.0
2             1  2016-06-26           1468.0
3             2  2016-06-25           1469.0
4             3  2016-06-24           1465.0
5             4  2016-06-23           1308.0
6             5  2016-06-22           1458.0
7             6  2016-06-21           1446.0
8             7  2016-06-20           1451.0
9             8  2016-06-19           1430.0
10            9  2016-06-18           1264.0
11           10  2016-06-17           1456.0
12           11  2016-06-16           1448.0
13           12  2016-06-15           1448.0
14           13  2016-06-14           1169.0
15           14  2016-06-13           1431.0
16           15  2016-06-12           1396.0
17           16  2016-06-11           1436.0
18           17  2016-06-09           1431.0
19           18  2016-06-07            900.0
20           19  2016-06-06           1160.0
21           20  2016-06-05           1160.0
22           21  2016-06-04            927.0
23           22  2016-06-03           1120.0
24           23  2016-06-02           1171.0
25           24  2016-06-01           1173.0
26           25  2016-05-31           1362.0
27           26  2016-05-30           1317.0
28           27  2016-05-29           1302.0
29           28  2016-05-28           1304.0
..          ...         ...              ...
110         109  2014-05-23            473.0
111         110  2014-05-22            473.0
112         111  2014-05-21            450.0
113         112  2014-05-20            472.0
114         113  2014-05-19            472.0
115         114  2014-05-18            472.0
116         115  2014-05-17            472.0
117         116  2014-05-16            472.0
118         117  2014-05-15            472.0
119         118  2014-05-14            471.0
120         119  2014-05-12            472.0
121         120  2014-05-11            473.0
122         121  2014-05-10            473.0
123         122  2014-05-09            604.0
124         123  2014-05-08            604.0
125         124  2014-05-07            602.0
126         125  2014-05-06            602.0
127         126  2014-05-02            602.0
128         127  2014-05-01            600.0
129         128  2014-04-30            600.0
130         129  2014-04-28            578.0
131         130  2014-04-27            568.0
132         131  2014-04-26            580.0
133         132  2014-04-25            580.0
134         133  2014-04-24            586.0
135         134  2014-04-23            605.0
136         135  2014-04-22            653.0
137         136  2014-04-17            653.0
138         137  2014-04-16            651.0
139         138  2014-04-15            651.0

[140 rows x 3 columns]
rb test      Unnamed: 0        date  waitroses_count
0             0  2016-06-29           1397.0
1             0  2016-06-28           1463.0
2             1  2016-06-27           1459.0
3             2  2016-06-26           1468.0
4             3  2016-06-25           1469.0
5             4  2016-06-24           1465.0
6             5  2016-06-23           1308.0
7             6  2016-06-22           1458.0
8             7  2016-06-21           1446.0
9             8  2016-06-20           1451.0
10            9  2016-06-19           1430.0
11           10  2016-06-18           1264.0
12           11  2016-06-17           1456.0
13           12  2016-06-16           1448.0
14           13  2016-06-15           1448.0
15           14  2016-06-14           1169.0
16           15  2016-06-13           1431.0
17           16  2016-06-12           1396.0
18           17  2016-06-11           1436.0
19           18  2016-06-09           1431.0
20           19  2016-06-07            900.0
21           20  2016-06-06           1160.0
22           21  2016-06-05           1160.0
23           22  2016-06-04            927.0
24           23  2016-06-03           1120.0
25           24  2016-06-02           1171.0
26           25  2016-06-01           1173.0
27           26  2016-05-31           1362.0
28           27  2016-05-30           1317.0
29           28  2016-05-29           1302.0
..          ...         ...              ...
111         110  2014-05-23            473.0
112         111  2014-05-22            473.0
113         112  2014-05-21            450.0
114         113  2014-05-20            472.0
115         114  2014-05-19            472.0
116         115  2014-05-18            472.0
117         116  2014-05-17            472.0
118         117  2014-05-16            472.0
119         118  2014-05-15            472.0
120         119  2014-05-14            471.0
121         120  2014-05-12            472.0
122         121  2014-05-11            473.0
123         122  2014-05-10            473.0
124         123  2014-05-09            604.0
125         124  2014-05-08            604.0
126         125  2014-05-07            602.0
127         126  2014-05-06            602.0
128         127  2014-05-02            602.0
129         128  2014-05-01            600.0
130         129  2014-04-30            600.0
131         130  2014-04-28            578.0
132         131  2014-04-27            568.0
133         132  2014-04-26            580.0
134         133  2014-04-25            580.0
135         134  2014-04-24            586.0
136         135  2014-04-23            605.0
137         136  2014-04-22            653.0
138         137  2014-04-17            653.0
139         138  2014-04-16            651.0
140         139  2014-04-15            651.0

[141 rows x 3 columns]
rb test      Unnamed: 0        date  waitroses_count
0             0  2016-06-30           1459.0
1             0  2016-06-29           1397.0
2             1  2016-06-28           1463.0
3             2  2016-06-27           1459.0
4             3  2016-06-26           1468.0
5             4  2016-06-25           1469.0
6             5  2016-06-24           1465.0
7             6  2016-06-23           1308.0
8             7  2016-06-22           1458.0
9             8  2016-06-21           1446.0
10            9  2016-06-20           1451.0
11           10  2016-06-19           1430.0
12           11  2016-06-18           1264.0
13           12  2016-06-17           1456.0
14           13  2016-06-16           1448.0
15           14  2016-06-15           1448.0
16           15  2016-06-14           1169.0
17           16  2016-06-13           1431.0
18           17  2016-06-12           1396.0
19           18  2016-06-11           1436.0
20           19  2016-06-09           1431.0
21           20  2016-06-07            900.0
22           21  2016-06-06           1160.0
23           22  2016-06-05           1160.0
24           23  2016-06-04            927.0
25           24  2016-06-03           1120.0
26           25  2016-06-02           1171.0
27           26  2016-06-01           1173.0
28           27  2016-05-31           1362.0
29           28  2016-05-30           1317.0
..          ...         ...              ...
112         111  2014-05-23            473.0
113         112  2014-05-22            473.0
114         113  2014-05-21            450.0
115         114  2014-05-20            472.0
116         115  2014-05-19            472.0
117         116  2014-05-18            472.0
118         117  2014-05-17            472.0
119         118  2014-05-16            472.0
120         119  2014-05-15            472.0
121         120  2014-05-14            471.0
122         121  2014-05-12            472.0
123         122  2014-05-11            473.0
124         123  2014-05-10            473.0
125         124  2014-05-09            604.0
126         125  2014-05-08            604.0
127         126  2014-05-07            602.0
128         127  2014-05-06            602.0
129         128  2014-05-02            602.0
130         129  2014-05-01            600.0
131         130  2014-04-30            600.0
132         131  2014-04-28            578.0
133         132  2014-04-27            568.0
134         133  2014-04-26            580.0
135         134  2014-04-25            580.0
136         135  2014-04-24            586.0
137         136  2014-04-23            605.0
138         137  2014-04-22            653.0
139         138  2014-04-17            653.0
140         139  2014-04-16            651.0
141         140  2014-04-15            651.0

[142 rows x 3 columns]
rb test      Unnamed: 0        date  waitroses_count
0             0  2016-07-01           1394.0
1             0  2016-06-30           1459.0
2             1  2016-06-29           1397.0
3             2  2016-06-28           1463.0
4             3  2016-06-27           1459.0
5             4  2016-06-26           1468.0
6             5  2016-06-25           1469.0
7             6  2016-06-24           1465.0
8             7  2016-06-23           1308.0
9             8  2016-06-22           1458.0
10            9  2016-06-21           1446.0
11           10  2016-06-20           1451.0
12           11  2016-06-19           1430.0
13           12  2016-06-18           1264.0
14           13  2016-06-17           1456.0
15           14  2016-06-16           1448.0
16           15  2016-06-15           1448.0
17           16  2016-06-14           1169.0
18           17  2016-06-13           1431.0
19           18  2016-06-12           1396.0
20           19  2016-06-11           1436.0
21           20  2016-06-09           1431.0
22           21  2016-06-07            900.0
23           22  2016-06-06           1160.0
24           23  2016-06-05           1160.0
25           24  2016-06-04            927.0
26           25  2016-06-03           1120.0
27           26  2016-06-02           1171.0
28           27  2016-06-01           1173.0
29           28  2016-05-31           1362.0
..          ...         ...              ...
113         112  2014-05-23            473.0
114         113  2014-05-22            473.0
115         114  2014-05-21            450.0
116         115  2014-05-20            472.0
117         116  2014-05-19            472.0
118         117  2014-05-18            472.0
119         118  2014-05-17            472.0
120         119  2014-05-16            472.0
121         120  2014-05-15            472.0
122         121  2014-05-14            471.0
123         122  2014-05-12            472.0
124         123  2014-05-11            473.0
125         124  2014-05-10            473.0
126         125  2014-05-09            604.0
127         126  2014-05-08            604.0
128         127  2014-05-07            602.0
129         128  2014-05-06            602.0
130         129  2014-05-02            602.0
131         130  2014-05-01            600.0
132         131  2014-04-30            600.0
133         132  2014-04-28            578.0
134         133  2014-04-27            568.0
135         134  2014-04-26            580.0
136         135  2014-04-25            580.0
137         136  2014-04-24            586.0
138         137  2014-04-23            605.0
139         138  2014-04-22            653.0
140         139  2014-04-17            653.0
141         140  2014-04-16            651.0
142         141  2014-04-15            651.0

[143 rows x 3 columns]
rb test      Unnamed: 0        date  waitroses_count
0             0  2016-07-02            973.0
1             0  2016-07-01           1394.0
2             1  2016-06-30           1459.0
3             2  2016-06-29           1397.0
4             3  2016-06-28           1463.0
5             4  2016-06-27           1459.0
6             5  2016-06-26           1468.0
7             6  2016-06-25           1469.0
8             7  2016-06-24           1465.0
9             8  2016-06-23           1308.0
10            9  2016-06-22           1458.0
11           10  2016-06-21           1446.0
12           11  2016-06-20           1451.0
13           12  2016-06-19           1430.0
14           13  2016-06-18           1264.0
15           14  2016-06-17           1456.0
16           15  2016-06-16           1448.0
17           16  2016-06-15           1448.0
18           17  2016-06-14           1169.0
19           18  2016-06-13           1431.0
20           19  2016-06-12           1396.0
21           20  2016-06-11           1436.0
22           21  2016-06-09           1431.0
23           22  2016-06-07            900.0
24           23  2016-06-06           1160.0
25           24  2016-06-05           1160.0
26           25  2016-06-04            927.0
27           26  2016-06-03           1120.0
28           27  2016-06-02           1171.0
29           28  2016-06-01           1173.0
..          ...         ...              ...
114         113  2014-05-23            473.0
115         114  2014-05-22            473.0
116         115  2014-05-21            450.0
117         116  2014-05-20            472.0
118         117  2014-05-19            472.0
119         118  2014-05-18            472.0
120         119  2014-05-17            472.0
121         120  2014-05-16            472.0
122         121  2014-05-15            472.0
123         122  2014-05-14            471.0
124         123  2014-05-12            472.0
125         124  2014-05-11            473.0
126         125  2014-05-10            473.0
127         126  2014-05-09            604.0
128         127  2014-05-08            604.0
129         128  2014-05-07            602.0
130         129  2014-05-06            602.0
131         130  2014-05-02            602.0
132         131  2014-05-01            600.0
133         132  2014-04-30            600.0
134         133  2014-04-28            578.0
135         134  2014-04-27            568.0
136         135  2014-04-26            580.0
137         136  2014-04-25            580.0
138         137  2014-04-24            586.0
139         138  2014-04-23            605.0
140         139  2014-04-22            653.0
141         140  2014-04-17            653.0
142         141  2014-04-16            651.0
143         142  2014-04-15            651.0

[144 rows x 3 columns]
rb test      Unnamed: 0        date  waitroses_count
0             0  2016-07-03           1702.0
1             0  2016-07-02            973.0
2             1  2016-07-01           1394.0
3             2  2016-06-30           1459.0
4             3  2016-06-29           1397.0
5             4  2016-06-28           1463.0
6             5  2016-06-27           1459.0
7             6  2016-06-26           1468.0
8             7  2016-06-25           1469.0
9             8  2016-06-24           1465.0
10            9  2016-06-23           1308.0
11           10  2016-06-22           1458.0
12           11  2016-06-21           1446.0
13           12  2016-06-20           1451.0
14           13  2016-06-19           1430.0
15           14  2016-06-18           1264.0
16           15  2016-06-17           1456.0
17           16  2016-06-16           1448.0
18           17  2016-06-15           1448.0
19           18  2016-06-14           1169.0
20           19  2016-06-13           1431.0
21           20  2016-06-12           1396.0
22           21  2016-06-11           1436.0
23           22  2016-06-09           1431.0
24           23  2016-06-07            900.0
25           24  2016-06-06           1160.0
26           25  2016-06-05           1160.0
27           26  2016-06-04            927.0
28           27  2016-06-03           1120.0
29           28  2016-06-02           1171.0
..          ...         ...              ...
115         114  2014-05-23            473.0
116         115  2014-05-22            473.0
117         116  2014-05-21            450.0
118         117  2014-05-20            472.0
119         118  2014-05-19            472.0
120         119  2014-05-18            472.0
121         120  2014-05-17            472.0
122         121  2014-05-16            472.0
123         122  2014-05-15            472.0
124         123  2014-05-14            471.0
125         124  2014-05-12            472.0
126         125  2014-05-11            473.0
127         126  2014-05-10            473.0
128         127  2014-05-09            604.0
129         128  2014-05-08            604.0
130         129  2014-05-07            602.0
131         130  2014-05-06            602.0
132         131  2014-05-02            602.0
133         132  2014-05-01            600.0
134         133  2014-04-30            600.0
135         134  2014-04-28            578.0
136         135  2014-04-27            568.0
137         136  2014-04-26            580.0
138         137  2014-04-25            580.0
139         138  2014-04-24            586.0
140         139  2014-04-23            605.0
141         140  2014-04-22            653.0
142         141  2014-04-17            653.0
143         142  2014-04-16            651.0
144         143  2014-04-15            651.0

[145 rows x 3 columns]
rb test      Unnamed: 0        date  waitroses_count
0             0  2016-07-04           1695.0
1             0  2016-07-03           1702.0
2             1  2016-07-02            973.0
3             2  2016-07-01           1394.0
4             3  2016-06-30           1459.0
5             4  2016-06-29           1397.0
6             5  2016-06-28           1463.0
7             6  2016-06-27           1459.0
8             7  2016-06-26           1468.0
9             8  2016-06-25           1469.0
10            9  2016-06-24           1465.0
11           10  2016-06-23           1308.0
12           11  2016-06-22           1458.0
13           12  2016-06-21           1446.0
14           13  2016-06-20           1451.0
15           14  2016-06-19           1430.0
16           15  2016-06-18           1264.0
17           16  2016-06-17           1456.0
18           17  2016-06-16           1448.0
19           18  2016-06-15           1448.0
20           19  2016-06-14           1169.0
21           20  2016-06-13           1431.0
22           21  2016-06-12           1396.0
23           22  2016-06-11           1436.0
24           23  2016-06-09           1431.0
25           24  2016-06-07            900.0
26           25  2016-06-06           1160.0
27           26  2016-06-05           1160.0
28           27  2016-06-04            927.0
29           28  2016-06-03           1120.0
..          ...         ...              ...
116         115  2014-05-23            473.0
117         116  2014-05-22            473.0
118         117  2014-05-21            450.0
119         118  2014-05-20            472.0
120         119  2014-05-19            472.0
121         120  2014-05-18            472.0
122         121  2014-05-17            472.0
123         122  2014-05-16            472.0
124         123  2014-05-15            472.0
125         124  2014-05-14            471.0
126         125  2014-05-12            472.0
127         126  2014-05-11            473.0
128         127  2014-05-10            473.0
129         128  2014-05-09            604.0
130         129  2014-05-08            604.0
131         130  2014-05-07            602.0
132         131  2014-05-06            602.0
133         132  2014-05-02            602.0
134         133  2014-05-01            600.0
135         134  2014-04-30            600.0
136         135  2014-04-28            578.0
137         136  2014-04-27            568.0
138         137  2014-04-26            580.0
139         138  2014-04-25            580.0
140         139  2014-04-24            586.0
141         140  2014-04-23            605.0
142         141  2014-04-22            653.0
143         142  2014-04-17            653.0
144         143  2014-04-16            651.0
145         144  2014-04-15            651.0

[146 rows x 3 columns]
rb test      Unnamed: 0        date  waitroses_count
0             0  2016-07-04           1524.0
1             1  2016-07-03           1702.0
2             2  2016-07-02            973.0
3             3  2016-07-01           1394.0
4             4  2016-06-30           1459.0
5             5  2016-06-29           1397.0
6             6  2016-06-28           1463.0
7             7  2016-06-27           1459.0
8             8  2016-06-26           1468.0
9             9  2016-06-25           1469.0
10           10  2016-06-24           1465.0
11           11  2016-06-23           1308.0
12           12  2016-06-22           1458.0
13           13  2016-06-21           1446.0
14           14  2016-06-20           1451.0
15           15  2016-06-19           1430.0
16           16  2016-06-18           1264.0
17           17  2016-06-17           1456.0
18           18  2016-06-16           1448.0
19           19  2016-06-15           1448.0
20           20  2016-06-14           1169.0
21           21  2016-06-13           1431.0
22           22  2016-06-12           1396.0
23           23  2016-06-11           1436.0
24           24  2016-06-09           1431.0
25           25  2016-06-07            900.0
26           26  2016-06-06           1160.0
27           27  2016-06-05           1160.0
28           28  2016-06-04            927.0
29           29  2016-06-03           1120.0
..          ...         ...              ...
116         116  2014-05-23            473.0
117         117  2014-05-22            473.0
118         118  2014-05-21            450.0
119         119  2014-05-20            472.0
120         120  2014-05-19            472.0
121         121  2014-05-18            472.0
122         122  2014-05-17            472.0
123         123  2014-05-16            472.0
124         124  2014-05-15            472.0
125         125  2014-05-14            471.0
126         126  2014-05-12            472.0
127         127  2014-05-11            473.0
128         128  2014-05-10            473.0
129         129  2014-05-09            604.0
130         130  2014-05-08            604.0
131         131  2014-05-07            602.0
132         132  2014-05-06            602.0
133         133  2014-05-02            602.0
134         134  2014-05-01            600.0
135         135  2014-04-30            600.0
136         136  2014-04-28            578.0
137         137  2014-04-27            568.0
138         138  2014-04-26            580.0
139         139  2014-04-25            580.0
140         140  2014-04-24            586.0
141         141  2014-04-23            605.0
142         142  2014-04-22            653.0
143         143  2014-04-17            653.0
144         144  2014-04-16            651.0
145         145  2014-04-15            651.0

[146 rows x 3 columns]
rb test      Unnamed: 0        date  waitroses_count
0             0  2016-07-05           1701.0
1             0  2016-07-04           1524.0
2             1  2016-07-03           1702.0
3             2  2016-07-02            973.0
4             3  2016-07-01           1394.0
5             4  2016-06-30           1459.0
6             5  2016-06-29           1397.0
7             6  2016-06-28           1463.0
8             7  2016-06-27           1459.0
9             8  2016-06-26           1468.0
10            9  2016-06-25           1469.0
11           10  2016-06-24           1465.0
12           11  2016-06-23           1308.0
13           12  2016-06-22           1458.0
14           13  2016-06-21           1446.0
15           14  2016-06-20           1451.0
16           15  2016-06-19           1430.0
17           16  2016-06-18           1264.0
18           17  2016-06-17           1456.0
19           18  2016-06-16           1448.0
20           19  2016-06-15           1448.0
21           20  2016-06-14           1169.0
22           21  2016-06-13           1431.0
23           22  2016-06-12           1396.0
24           23  2016-06-11           1436.0
25           24  2016-06-09           1431.0
26           25  2016-06-07            900.0
27           26  2016-06-06           1160.0
28           27  2016-06-05           1160.0
29           28  2016-06-04            927.0
..          ...         ...              ...
117         116  2014-05-23            473.0
118         117  2014-05-22            473.0
119         118  2014-05-21            450.0
120         119  2014-05-20            472.0
121         120  2014-05-19            472.0
122         121  2014-05-18            472.0
123         122  2014-05-17            472.0
124         123  2014-05-16            472.0
125         124  2014-05-15            472.0
126         125  2014-05-14            471.0
127         126  2014-05-12            472.0
128         127  2014-05-11            473.0
129         128  2014-05-10            473.0
130         129  2014-05-09            604.0
131         130  2014-05-08            604.0
132         131  2014-05-07            602.0
133         132  2014-05-06            602.0
134         133  2014-05-02            602.0
135         134  2014-05-01            600.0
136         135  2014-04-30            600.0
137         136  2014-04-28            578.0
138         137  2014-04-27            568.0
139         138  2014-04-26            580.0
140         139  2014-04-25            580.0
141         140  2014-04-24            586.0
142         141  2014-04-23            605.0
143         142  2014-04-22            653.0
144         143  2014-04-17            653.0
145         144  2014-04-16            651.0
146         145  2014-04-15            651.0

[147 rows x 3 columns]
rb test      Unnamed: 0        date  waitroses_count
0             0  2016-07-06           1702.0
1             0  2016-07-05           1701.0
2             1  2016-07-04           1524.0
3             2  2016-07-03           1702.0
4             3  2016-07-02            973.0
5             4  2016-07-01           1394.0
6             5  2016-06-30           1459.0
7             6  2016-06-29           1397.0
8             7  2016-06-28           1463.0
9             8  2016-06-27           1459.0
10            9  2016-06-26           1468.0
11           10  2016-06-25           1469.0
12           11  2016-06-24           1465.0
13           12  2016-06-23           1308.0
14           13  2016-06-22           1458.0
15           14  2016-06-21           1446.0
16           15  2016-06-20           1451.0
17           16  2016-06-19           1430.0
18           17  2016-06-18           1264.0
19           18  2016-06-17           1456.0
20           19  2016-06-16           1448.0
21           20  2016-06-15           1448.0
22           21  2016-06-14           1169.0
23           22  2016-06-13           1431.0
24           23  2016-06-12           1396.0
25           24  2016-06-11           1436.0
26           25  2016-06-09           1431.0
27           26  2016-06-07            900.0
28           27  2016-06-06           1160.0
29           28  2016-06-05           1160.0
..          ...         ...              ...
118         117  2014-05-23            473.0
119         118  2014-05-22            473.0
120         119  2014-05-21            450.0
121         120  2014-05-20            472.0
122         121  2014-05-19            472.0
123         122  2014-05-18            472.0
124         123  2014-05-17            472.0
125         124  2014-05-16            472.0
126         125  2014-05-15            472.0
127         126  2014-05-14            471.0
128         127  2014-05-12            472.0
129         128  2014-05-11            473.0
130         129  2014-05-10            473.0
131         130  2014-05-09            604.0
132         131  2014-05-08            604.0
133         132  2014-05-07            602.0
134         133  2014-05-06            602.0
135         134  2014-05-02            602.0
136         135  2014-05-01            600.0
137         136  2014-04-30            600.0
138         137  2014-04-28            578.0
139         138  2014-04-27            568.0
140         139  2014-04-26            580.0
141         140  2014-04-25            580.0
142         141  2014-04-24            586.0
143         142  2014-04-23            605.0
144         143  2014-04-22            653.0
145         144  2014-04-17            653.0
146         145  2014-04-16            651.0
147         146  2014-04-15            651.0

[148 rows x 3 columns]
rb test      Unnamed: 0        date  waitroses_count
0             0  2016-07-07           1707.0
1             0  2016-07-06           1702.0
2             1  2016-07-05           1701.0
3             2  2016-07-04           1524.0
4             3  2016-07-03           1702.0
5             4  2016-07-02            973.0
6             5  2016-07-01           1394.0
7             6  2016-06-30           1459.0
8             7  2016-06-29           1397.0
9             8  2016-06-28           1463.0
10            9  2016-06-27           1459.0
11           10  2016-06-26           1468.0
12           11  2016-06-25           1469.0
13           12  2016-06-24           1465.0
14           13  2016-06-23           1308.0
15           14  2016-06-22           1458.0
16           15  2016-06-21           1446.0
17           16  2016-06-20           1451.0
18           17  2016-06-19           1430.0
19           18  2016-06-18           1264.0
20           19  2016-06-17           1456.0
21           20  2016-06-16           1448.0
22           21  2016-06-15           1448.0
23           22  2016-06-14           1169.0
24           23  2016-06-13           1431.0
25           24  2016-06-12           1396.0
26           25  2016-06-11           1436.0
27           26  2016-06-09           1431.0
28           27  2016-06-07            900.0
29           28  2016-06-06           1160.0
..          ...         ...              ...
119         118  2014-05-23            473.0
120         119  2014-05-22            473.0
121         120  2014-05-21            450.0
122         121  2014-05-20            472.0
123         122  2014-05-19            472.0
124         123  2014-05-18            472.0
125         124  2014-05-17            472.0
126         125  2014-05-16            472.0
127         126  2014-05-15            472.0
128         127  2014-05-14            471.0
129         128  2014-05-12            472.0
130         129  2014-05-11            473.0
131         130  2014-05-10            473.0
132         131  2014-05-09            604.0
133         132  2014-05-08            604.0
134         133  2014-05-07            602.0
135         134  2014-05-06            602.0
136         135  2014-05-02            602.0
137         136  2014-05-01            600.0
138         137  2014-04-30            600.0
139         138  2014-04-28            578.0
140         139  2014-04-27            568.0
141         140  2014-04-26            580.0
142         141  2014-04-25            580.0
143         142  2014-04-24            586.0
144         143  2014-04-23            605.0
145         144  2014-04-22            653.0
146         145  2014-04-17            653.0
147         146  2014-04-16            651.0
148         147  2014-04-15            651.0

[149 rows x 3 columns]
rb test      Unnamed: 0        date  waitroses_count
0             0  2016-07-08           1711.0
1             0  2016-07-07           1707.0
2             1  2016-07-06           1702.0
3             2  2016-07-05           1701.0
4             3  2016-07-04           1524.0
5             4  2016-07-03           1702.0
6             5  2016-07-02            973.0
7             6  2016-07-01           1394.0
8             7  2016-06-30           1459.0
9             8  2016-06-29           1397.0
10            9  2016-06-28           1463.0
11           10  2016-06-27           1459.0
12           11  2016-06-26           1468.0
13           12  2016-06-25           1469.0
14           13  2016-06-24           1465.0
15           14  2016-06-23           1308.0
16           15  2016-06-22           1458.0
17           16  2016-06-21           1446.0
18           17  2016-06-20           1451.0
19           18  2016-06-19           1430.0
20           19  2016-06-18           1264.0
21           20  2016-06-17           1456.0
22           21  2016-06-16           1448.0
23           22  2016-06-15           1448.0
24           23  2016-06-14           1169.0
25           24  2016-06-13           1431.0
26           25  2016-06-12           1396.0
27           26  2016-06-11           1436.0
28           27  2016-06-09           1431.0
29           28  2016-06-07            900.0
..          ...         ...              ...
120         119  2014-05-23            473.0
121         120  2014-05-22            473.0
122         121  2014-05-21            450.0
123         122  2014-05-20            472.0
124         123  2014-05-19            472.0
125         124  2014-05-18            472.0
126         125  2014-05-17            472.0
127         126  2014-05-16            472.0
128         127  2014-05-15            472.0
129         128  2014-05-14            471.0
130         129  2014-05-12            472.0
131         130  2014-05-11            473.0
132         131  2014-05-10            473.0
133         132  2014-05-09            604.0
134         133  2014-05-08            604.0
135         134  2014-05-07            602.0
136         135  2014-05-06            602.0
137         136  2014-05-02            602.0
138         137  2014-05-01            600.0
139         138  2014-04-30            600.0
140         139  2014-04-28            578.0
141         140  2014-04-27            568.0
142         141  2014-04-26            580.0
143         142  2014-04-25            580.0
144         143  2014-04-24            586.0
145         144  2014-04-23            605.0
146         145  2014-04-22            653.0
147         146  2014-04-17            653.0
148         147  2014-04-16            651.0
149         148  2014-04-15            651.0

[150 rows x 3 columns]
rb test      Unnamed: 0        date  waitroses_count
0             0  2016-07-09           1668.0
1             0  2016-07-08           1711.0
2             1  2016-07-07           1707.0
3             2  2016-07-06           1702.0
4             3  2016-07-05           1701.0
5             4  2016-07-04           1524.0
6             5  2016-07-03           1702.0
7             6  2016-07-02            973.0
8             7  2016-07-01           1394.0
9             8  2016-06-30           1459.0
10            9  2016-06-29           1397.0
11           10  2016-06-28           1463.0
12           11  2016-06-27           1459.0
13           12  2016-06-26           1468.0
14           13  2016-06-25           1469.0
15           14  2016-06-24           1465.0
16           15  2016-06-23           1308.0
17           16  2016-06-22           1458.0
18           17  2016-06-21           1446.0
19           18  2016-06-20           1451.0
20           19  2016-06-19           1430.0
21           20  2016-06-18           1264.0
22           21  2016-06-17           1456.0
23           22  2016-06-16           1448.0
24           23  2016-06-15           1448.0
25           24  2016-06-14           1169.0
26           25  2016-06-13           1431.0
27           26  2016-06-12           1396.0
28           27  2016-06-11           1436.0
29           28  2016-06-09           1431.0
..          ...         ...              ...
121         120  2014-05-23            473.0
122         121  2014-05-22            473.0
123         122  2014-05-21            450.0
124         123  2014-05-20            472.0
125         124  2014-05-19            472.0
126         125  2014-05-18            472.0
127         126  2014-05-17            472.0
128         127  2014-05-16            472.0
129         128  2014-05-15            472.0
130         129  2014-05-14            471.0
131         130  2014-05-12            472.0
132         131  2014-05-11            473.0
133         132  2014-05-10            473.0
134         133  2014-05-09            604.0
135         134  2014-05-08            604.0
136         135  2014-05-07            602.0
137         136  2014-05-06            602.0
138         137  2014-05-02            602.0
139         138  2014-05-01            600.0
140         139  2014-04-30            600.0
141         140  2014-04-28            578.0
142         141  2014-04-27            568.0
143         142  2014-04-26            580.0
144         143  2014-04-25            580.0
145         144  2014-04-24            586.0
